#REF!,Service Company Name:,,#ERROR!,UNCONVENTIONAL RESOURCES - WCO&PED,,,,,,,,,,,,,,,,,,,If Recorded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Service Company Code:,,,,,,,,,,,#ERROR!,,HAZEM,,,,,,SIWHP (psig):,,6870,,,,,,,,,"Venturi meter Pipe Diameter ""D"" (mm):",,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/4/21 19:00,,22,6123,6102,6072,158,47,138.99,,,,,,,,,,,,,,,0.00,0,0,,,0.00,0.00,0.00,,,,,,,,,,,,,,,15.2,5615.6,7004.5,,,1043,,0,,0,,,,,,,,0.00,0.00,143.85,172.51,,316.36,0.00,,0.00,0.00
,9/4/21 19:15,,22,6375,6349,6229,166,146,165.55,,,,,48,,,,,,,,,,0.00,0,0,,,0.00,12.82,10.28,,,,,,,,,,,,,,,15.2,5615.6,7004.5,,,396,,0,,0,,,,,,,,0.00,0.00,143.85,172.51,,316.36,4.41,,0.00,0.00
,9/4/21 19:30,,24,6306,6276,6322,170,340,154.52,,,,,48,,,,,,,,,,0.00,0,0,,,0.00,15.23,12.47,,,,,,,,,,,,,,,15.2,5615.6,7004.5,,,743,,0,,0,,,,,,,,0.00,0.00,143.85,172.51,,316.36,4.41,,0.00,0.00
,9/4/21 19:45,,26,6258,6225,6197,176,389,168.16,,,,,48,,,,,,,,,,0.00,0,0,,,0.00,17.24,14.38,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,15.2,5615.6,7004.5,,,1220,,0,,0,,,,,,,,0.00,0.00,143.85,172.51,,316.36,4.41,,0.00,0.00
,9/4/21 20:00,,26,6293,6259,6235,180,390,169.78,,,,,48,,,,,,,,,,0.00,0,0,,,0.00,17.30,14.42,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,15.2,5615.6,7004.5,,,416,,0,,0,,,,,BOTH,90,10,3.97,0.44,147.82,172.95,4.41,320.77,4.41,,0.00,0.00
,9/4/21 20:15,,26,6308,6274,6258,183,391,172.63,,,,,48,,,,,,,,,,0.00,0,0,,,0.00,17.32,14.44,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,15.2,5615.6,7004.5,,,679,,0,,0,,,,,,,,0.00,0.00,147.82,172.95,,320.77,0.00,,0.00,0.00
,9/4/21 20:30,,26,6314,6280,6270,186,389,175.39,,,,,48,,,,,,,,,,0.00,0,0,,,0.00,17.31,14.43,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,15.2,5615.6,7004.5,,,857,,0,,0,,,,,,,,0.00,0.00,147.82,172.95,,320.77,0.00,,0.00,0.00
,9/4/21 20:45,,26,6307,6272,6250,187,394,174.41,,,,,48,,,,,,,,,,0.00,0,0,,,0.00,17.24,14.37,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,15.2,5615.6,7004.5,,,996,,1,,0,,,,,,,,0.00,0.00,147.82,172.95,,320.77,0.00,,0.00,0.00
,9/4/21 21:00,,26,6294,6260,6163,189,391,180.86,,,,,48,,,,,,,,,,0.00,0,0,,,0.00,16.97,14.15,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,15.2,5615.6,7004.5,,,375,,1,,0,,,,,,,,0.00,0.00,147.82,172.95,,320.77,0.00,,0.00,0.00
,9/4/21 21:15,,26,6288,6255,6144,191,388,181.81,,,,,48,,,,,,,,,,0.00,0,0,,,0.00,16.90,14.09,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,15.2,5615.6,7004.5,,,483,,4,,0,,,,,,,,0.00,0.00,147.82,172.95,,320.77,4.41,,0.00,0.00
,9/4/21 21:30," 21:30 BSW= 48 %, CL= 78780 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %.",26,6284,6250,6134,192,394,183.38,,,,,48,,,,,,,,,,0.00,0,0,,,0.00,16.86,14.06,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,15.2,5615.6,7004.5,,,562,,8,,0,,,,,,,,0.00,0.00,147.82,172.95,,320.77,4.41,,0.00,0.00
,9/4/21 21:45,,26,6270,6239,6125,192,394,184.74,,,,,48,,,,,,,,,,0.00,0,0,,,0.00,16.83,14.03,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,15.2,5615.6,7004.5,,,627,,13,,0,,,,,,,,0.00,0.00,147.82,172.95,,320.77,4.41,,0.00,0.00
,9/4/21 22:00, 22:00 TS started flushing Desander & Sand Filter. Recovered DS= 1 Kg & SF= 1 Kg.,26,6248,6216,6106,192,390,184.09,,,,,48,,,,,,,,,,0.00,0,0,,,0.00,16.77,13.99,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,15.2,5615.6,7004.5,,,678,,21,,0,,,,,BOTH,90,10,3.97,0.44,151.79,173.39,4.41,325.18,4.41,,0.00,0.00
,9/4/21 22:15,,26,6247,6216,6088,194,390,186.32,,,,,48,,,,,,,,,,0.00,0,0,,,0.00,16.70,13.92,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,15.2,5615.6,7004.5,,,732,,35,,0,,,,,,,,0.00,0.00,151.79,173.39,,325.18,0.00,0.00,27.18,1.13
,9/4/21 22:30," 22:30 BSW= 48 %, CL= 78780 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %. 22:30 Started metering period.",26,6239,6205,6084,195,388,185.20,,,,,48,,304,161,185,,2.500,127,0.92,0.95,7.56,2724,2523,360.55,2773.52,0.74,16.68,13.91,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,15.3,5644.0,7030.8,,,774,,62,,0,,,,,,,,0.00,0.00,151.79,173.39,,325.18,0.00,0.00,27.18,1.13
,9/4/21 22:45,,26,6228,6198,6073,195,388,186.54,,,,,48,,305,161,183,,2.500,127,0.92,0.95,7.56,2727,2521,360.67,2772.61,0.73,16.65,13.88,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,15.4,5672.4,7057.1,,,811,,126,,0,,,,,,,,0.00,0.00,151.79,173.39,,325.18,0.00,0.00,27.18,1.13
,9/4/21 23:00,,26,6224,6190,6066,194,390,185.91,,,,,48,,306,162,182,,2.500,124,0.92,0.95,7.54,2703,2518,358.67,2788.09,0.72,16.64,13.88,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,15.5,5700.5,7083.3,,,846,,230,,0,,,,,,,,0.00,0.00,151.79,173.39,,325.18,0.00,0.00,27.18,1.13
,9/4/21 23:15,,26,6219,6187,6059,196,390,186.43,,,,,48,,305,162,186,,2.500,122,0.92,0.95,7.51,2706,2518,360.17,2776.49,0.72,16.60,13.84,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,15.5,5728.7,7109.5,,,879,,335,,0,,,,,,,,0.00,0.00,151.79,173.39,,325.18,22.05,2.91,36.32,1.51
,9/4/21 23:30," 23:30 BSW= 48 %, CL= 78780 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %.",26,6211,6179,6054,197,387,185.03,,,,,48,,306,162,181,,2.500,123,0.92,0.95,7.58,2698,2506,355.77,2810.84,0.72,16.57,13.82,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,15.6,5756.8,7135.6,,,905,,429,,0,,,,,,,,0.00,0.00,151.79,173.39,,325.18,22.05,2.91,36.32,1.51
,9/4/21 23:45,,26,6212,6180,6048,198,389,187.68,,,,,48,,305,163,187,,2.500,123,0.92,0.95,7.58,2708,2505,357.32,2798.61,0.71,16.55,13.80,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,15.7,5785.0,7161.7,,,935,,505,,0,,,,,,,,0.00,0.00,151.79,173.39,,325.18,22.05,2.91,36.32,1.51
,9/5/21 0:00, 0:00 TS started flushing Desander & Sand Filter. Recovered DS= 8.5 Kg & SF= 1.5 Kg.,26,6203,6171,6042,198,388,187.24,,,,,48,,305,163,182,,2.500,123,0.92,0.95,7.59,2692,2491,354.49,2820.93,0.71,16.52,13.78,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,15.8,5813.1,7187.7,,,957,,564,,0,,,,,BOTH,90,10,19.84,2.20,171.63,175.60,22.05,347.23,22.05,2.91,36.32,1.51
,9/5/21 0:15,,26,6197,6165,6037,199,393,187.93,,,,,48,,306,164,187,,2.500,122,0.92,0.95,7.60,2700,2491,355.45,2813.33,0.71,16.50,13.76,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,15.9,5841.2,7213.6,,,982,,611,,0,,,,,,,,0.00,0.00,171.63,175.60,,347.23,0.00,0.00,36.16,1.51
,9/5/21 0:30," 0:30 BSW= 48 %, CL= 78780 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %.",26,6185,6152,6030,198,393,185.19,,,,,48,,306,163,180,,2.500,121,0.92,0.95,7.60,2690,2482,353.72,2827.09,0.70,16.49,13.75,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,15.9,5869.2,7239.5,,,1000,,646,,0,,,,,,,,0.00,0.00,171.63,175.60,,347.23,0.00,0.00,36.16,1.51
,9/5/21 0:45,,26,6189,6157,6022,199,389,187.02,,,,,48,,305,164,182,,2.500,121,0.92,0.95,7.44,2683,2488,360.68,2772.53,0.68,16.46,13.72,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,16.0,5897.2,7265.4,,,1023,,678,,0,,,,,,,,0.00,0.00,171.63,175.60,,347.23,0.00,0.00,36.16,1.51
,9/5/21 1:00,,26,6189,6157,6025,200,386,187.89,,,,,48,,305,165,186,,2.500,121,0.92,0.95,7.49,2693,2500,359.54,2781.31,0.69,16.45,13.72,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,16.1,5925.2,7291.5,,,1042,,703,,0,,,,,,,,0.00,0.00,171.63,175.60,,347.23,0.00,0.00,36.16,1.51
,9/5/21 1:15,,26,6187,6156,6023,201,389,189.28,,,,,48,,305,166,184,,2.500,121,0.92,0.95,7.53,2677,2480,355.59,2812.24,0.69,16.44,13.71,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,16.2,5953.1,7317.3,,,1058,,725,,0,,,,,,,,0.00,0.00,171.63,175.60,,347.23,8.82,1.17,36.21,1.51
,9/5/21 1:30," 1:30 BSW= 48 %, CL= 78780 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %.",26,6187,6155,6020,201,390,188.94,,,,,48,,305,166,184,,2.500,122,0.92,0.95,7.52,2685,2480,356.84,2802.37,0.69,16.42,13.69,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,16.3,5981.1,7343.1,,,1072,,743,,0,,,,,,,,0.00,0.00,171.63,175.60,,347.23,8.82,1.17,36.21,1.51
,9/5/21 1:45,,26,6182,6150,6017,203,385,190.33,,,,,48,,304,166,187,,2.500,123,0.92,0.95,7.57,2668,2475,352.41,2837.58,0.69,16.40,13.67,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,16.3,6008.9,7368.9,,,323,,635,,0,,,,,,,,0.00,0.00,171.63,175.60,,347.23,8.82,1.17,36.21,1.51
,9/5/21 2:00, 2:00 TS started flushing Desander & Sand Filter. Recovered DS= 3 Kg & SF= 1 Kg.,26,6179,6149,6014,204,389,191.64,,,,,48,,303,167,187,,2.500,125,0.92,0.95,7.56,2678,2473,354.49,2820.94,0.68,16.38,13.66,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,16.4,6036.8,7394.7,,,358,,643,,0,,,,,BOTH,90,10,7.94,0.88,179.56,176.48,8.82,356.05,8.82,1.17,36.21,1.51
,9/5/21 2:15,,26,6179,6148,6012,204,383,190.80,,,,,48,,301,165,189,,2.500,126,0.92,0.95,7.57,2667,2464,352.46,2837.18,0.68,16.37,13.65,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,16.5,6064.6,7420.3,,,385,,655,,0,,,,,,,,0.00,0.00,179.56,176.48,,356.05,0.00,0.00,36.38,1.52
,9/5/21 2:30," 2:30 BSW= 48 %, CL= 78780 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %.",26,6180,6149,6014,204,386,190.21,,,,,48,,302,166,189,,2.500,128,0.92,0.95,7.57,2658,2465,351.28,2846.72,0.69,16.37,13.65,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,16.6,6092.2,7446.0,,,407,,667,,0,,,,,,,,0.00,0.00,179.56,176.48,,356.05,0.00,0.00,36.38,1.52
,9/5/21 2:45,,26,6179,6149,6014,200,387,184.04,,,,,48,,303,162,189,,2.500,124,0.92,0.95,7.59,2679,2464,352.82,2834.29,0.69,16.42,13.69,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,16.7,6120.1,7471.7,,,425,,679,,0,,,,,,,,0.00,0.00,179.56,176.48,,356.05,0.00,0.00,36.38,1.52
,9/5/21 3:00,,26,6172,6142,6014,201,389,184.34,,,,,48,,303,162,189,,2.500,124,0.92,0.95,7.59,2658,2465,350.12,2856.15,0.69,16.41,13.68,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,16.7,6147.8,7497.4,,,437,,689,,0,,,,,,,,0.00,0.00,179.56,176.48,,356.05,0.00,0.00,36.38,1.52
,9/5/21 3:15,,26,6180,6148,6013,201,391,188.18,,,,,48,,305,162,186,,2.500,124,0.92,0.95,7.59,2668,2462,351.81,2842.42,0.69,16.40,13.68,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,16.8,6175.6,7523.0,,,451,,700,,0,,,,,,,,0.00,0.00,179.56,176.48,,356.05,7.72,1.01,36.67,1.53
,9/5/21 3:30," 3:30 BSW= 48 %, CL= 78780 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %.",26,6185,6155,6019,203,390,188.95,,,,,48,,306,163,187,,2.500,126,0.92,0.95,7.63,2654,2471,348.01,2873.48,0.70,16.40,13.68,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,16.9,6203.3,7548.7,,,463,,709,,0,,,,,,,,0.00,0.00,179.56,176.48,,356.05,7.72,1.01,36.67,1.53
,9/5/21 3:45,,26,6177,6147,6021,203,392,188.72,,,,,48,,307,163,190,,2.500,126,0.92,0.95,7.65,2642,2460,345.30,2896.02,0.70,16.40,13.68,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,17.0,6230.8,7574.4,,,469,,717,,0,,,,,,,,0.00,0.00,179.56,176.48,,356.05,7.72,1.01,36.67,1.53
,9/5/21 4:00, 4:00 TS started flushing Desander & Sand Filter. Recovered DS= 2Kg & SF= 1.5 Kg.,26,6170,6142,6009,201,391,187.19,,,,,48,,305,163,191,,2.500,126,0.92,0.95,7.69,2644,2456,343.64,2910.01,0.69,16.39,13.67,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,17.0,6258.3,7599.9,,,481,,726,,0,,,,,BOTH,90,10,6.94,0.77,186.51,177.25,7.72,363.76,7.72,1.01,36.67,1.53
,9/5/21 4:15,,26,6172,6143,6007,203,391,187.96,,,,,48,,305,163,187,,2.500,124,0.92,0.95,7.61,2652,2462,348.28,2871.23,0.68,16.37,13.65,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,17.1,6286.0,7625.6,,,493,,734,,0,,,,,,,,0.00,0.00,186.51,177.25,,363.76,0.00,0.00,36.87,1.54
,9/5/21 4:30," 4:30 BSW= 48 %, CL= 78780 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %.",26,6179,6149,6013,201,390,185.54,,,,,48,,306,162,189,,2.500,124,0.92,0.95,7.66,2657,2463,346.95,2882.24,0.69,16.41,13.68,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,17.2,6313.6,7651.3,,,501,,742,,0,,,,,,,,0.00,0.00,186.51,177.25,,363.76,0.00,0.00,36.87,1.54
,9/5/21 4:45,,26,6175,6148,6016,201,392,184.27,,,,,48,,306,161,192,,2.500,123,0.92,0.95,7.72,2635,2464,341.07,2931.95,0.70,16.41,13.69,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,17.3,6341.1,7676.9,,,507,,747,,0,,,,,,,,0.00,0.00,186.51,177.25,,363.76,0.00,0.00,36.87,1.54
,9/5/21 5:00,,26,6175,6143,6012,200,390,184.76,,,,,48,,306,160,192,,2.500,121,0.92,0.95,7.73,2629,2466,340.32,2938.42,0.70,16.42,13.69,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,17.4,6368.5,7702.6,,,515,,754,,0,,,,,,,,0.00,0.00,186.51,177.25,,363.76,0.00,0.00,36.87,1.54
,9/5/21 5:15,,26,6172,6142,5997,200,390,183.63,,,,,48,,306,161,191,,2.500,121,0.92,0.95,7.72,2636,2457,341.69,2926.59,0.69,16.37,13.65,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,17.4,6395.9,7728.2,,,522,,759,,0,,,,,,,,0.00,0.00,186.51,177.25,,363.76,14.33,1.86,37.02,1.54
,9/5/21 5:30," 5:30 BSW= 48 %, CL= 78780 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %.",26,6173,6143,5977,199,391,184.05,,,,,48,,305,161,190,,2.500,121,0.92,0.95,7.68,2622,2449,341.23,2930.59,0.67,16.33,13.62,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,17.5,6423.2,7753.7,,,530,,765,,0,,,,,,,,0.00,0.00,186.51,177.25,,363.76,14.33,1.86,37.02,1.54
,9/5/21 5:45,,26,6177,6148,5980,200,391,183.59,,,,,48,,305,161,190,,2.500,120,0.92,0.95,7.68,2636,2443,343.15,2914.17,0.67,16.33,13.61,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,17.6,6450.7,7779.2,,,536,,771,,0,,,,,,,,0.00,0.00,186.51,177.25,,363.76,14.33,1.86,37.02,1.54
,9/5/21 6:00, 6:00 TS started flushing Desander & Sand Filter. Recovered DS= 4 Kg & SF= 2.5 Kg.,26,6172,6140,5980,202,389,187.14,,,,,48,,306,160,193,,2.500,122,0.92,0.95,7.77,2625,2452,337.89,2959.56,0.68,16.31,13.60,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,17.7,6478.0,7804.7,,,542,,775,,0,,,,,BOTH,90,10,12.90,1.43,199.41,178.68,14.33,378.09,14.33,1.86,37.02,1.54
,9/5/21 6:15,,26,6158,6126,6055,202,390,185.86,,,,,48,,305,162,192,,2.500,126,0.92,0.95,7.71,2641,2441,342.54,2919.39,0.73,16.51,13.76,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,17.8,6505.6,7830.1,,,548,,780,,0,,,,,,,,0.00,0.00,199.41,178.68,,378.09,0.00,0.00,36.81,1.53
,9/5/21 6:30," 6:30 BSW= 48 %, CL= 78780 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %.",26,6159,6127,6117,203,392,186.83,,,,,48,,305,163,193,,2.500,129,0.92,0.95,7.73,2686,2507,347.43,2878.26,0.79,16.67,13.90,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,17.8,6533.5,7856.2,,,561,,788,,0,,,,,,,,0.00,0.00,199.41,178.68,,378.09,0.00,0.00,36.81,1.53
,9/5/21 6:45,,26,6160,6129,6097,203,393,186.21,,,,,48,,306,161,183,,2.500,131,0.92,0.95,7.50,2693,2486,359.21,2783.90,0.75,16.61,13.85,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,17.9,6561.6,7882.1,,,572,,796,,0,,,,,,,,0.00,0.00,199.41,178.68,,378.09,0.00,0.00,36.81,1.53
,9/5/21 7:00,,26,6161,6132,6043,203,393,185.76,,,,,48,,305,163,193,,2.500,133,0.92,0.95,7.74,2674,2462,345.48,2894.50,0.72,16.47,13.73,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,18.0,6589.4,7907.8,,,579,,803,,0,,,,,,,,0.00,0.00,199.41,178.68,,378.09,0.00,0.00,36.81,1.53
,9/5/21 7:15,,26,6163,6133,6030,203,393,185.94,,,,,48,,305,162,195,,2.500,135,0.92,0.95,7.77,2662,2453,342.53,2919.44,0.72,16.42,13.69,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,18.1,6617.2,7933.3,,,582,,807,,0,,,,,,,,0.00,0.00,199.41,178.68,,378.09,2.20,0.28,37.49,1.56
,9/5/21 7:30," 7:30 BSW= 48 %, CL= 78780 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %.",26,6164,6134,6025,204,393,190.67,,,,,48,,305,164,194,,2.500,139,0.92,0.95,7.76,2655,2449,342.31,2921.34,0.71,16.40,13.67,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,18.2,6644.8,7958.8,,,585,,812,,0,,,,,,,,0.00,0.00,199.41,178.68,,378.09,2.20,0.28,37.49,1.56
,9/5/21 7:45,,26,6158,6127,6105,206,393,194.07,,,,,48,,307,165,198,,2.500,143,0.92,0.95,7.84,2678,2469,341.46,2928.64,0.79,16.60,13.84,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,18.3,6672.7,7984.6,,,591,,816,,0,,,,,,,,0.00,0.00,199.41,178.68,,378.09,2.20,0.28,37.49,1.56
,9/5/21 8:00, 8:00 TS started flushing Desander & Sand Filter. Recovered DS= 1 Kg & SF= 0 Kg.,26,6155,6124,6116,207,394,189.29,,,,,48,,307,166,200,,2.500,146,0.92,0.95,7.87,2685,2470,341.28,2930.17,0.80,16.61,13.85,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,18.3,6700.7,8010.3,,,599,,821,,0,,,,,BOTH,90,10,1.98,0.22,201.39,178.91,2.21,380.30,2.20,0.28,37.49,1.56
,9/5/21 8:15,,26,6158,6126,6116,209,394,190.39,,,,,48,,307,166,199,,2.500,147,0.92,0.95,7.85,2682,2471,341.53,2928.00,0.80,16.59,13.83,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,18.4,6728.6,8036.0,,,607,,827,,0,,,,,,,,0.00,0.00,201.39,178.91,,380.30,0.00,0.00,37.65,1.57
,9/5/21 8:30," 8:30 BSW= 48 %, CL= 78780 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %.",26,6157,6126,6116,209,397,194.74,,,,,48,,308,167,201,,2.500,151,0.92,0.95,7.90,2669,2466,337.91,2959.35,0.81,16.59,13.84,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,18.5,6756.4,8061.7,,,613,,832,,0,,,,,,,,0.00,0.00,201.39,178.91,,380.30,0.00,0.00,37.65,1.57
,9/5/21 8:45,,26,6158,6128,6093,210,393,194.60,,,,,48,,306,166,197,,2.500,153,0.92,0.95,7.81,2711,2496,347.33,2879.08,0.77,16.52,13.77,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,18.6,6784.7,8087.7,,,618,,837,,0,,,,,,,,0.00,0.00,201.39,178.91,,380.30,0.00,0.00,37.65,1.57
,9/5/21 9:00,,26,6161,6130,6051,211,391,196.85,,,,,48,,308,168,197,,2.500,155,0.92,0.95,7.82,2647,2439,338.61,2953.25,0.74,16.38,13.66,,,,0.87,1.40,20000,,,46.25,,7.0,78780,,,18.7,6812.2,8113.1,,,620,,841,,0,,,,,,,,0.00,0.00,201.39,178.91,,380.30,0.00,0.00,37.65,1.57
,9/5/21 9:15,,26,6158,6125,6046,212,392,196.70,,,,,45,,309,168,196,,2.500,155,0.92,0.95,7.81,2689,2172,344.35,2904.00,0.73,16.36,13.64,,,,0.87,1.40,20000,,,46.25,,7.0,79992,,,18.7,6840.3,8135.7,,,621,,843,,0,,,,,,,,0.00,0.00,201.39,178.91,,380.30,4.41,0.57,37.39,1.56
,9/5/21 9:30," 9:30 BSW= 45 %, CL= 79992 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %.",26,6153,6122,6037,212,396,196.78,,,,,45,,309,169,197,,2.500,153,0.92,0.95,7.81,2679,2174,343.00,2915.47,0.73,16.34,13.63,,,,0.87,1.40,20000,,,46.25,,7.0,79992,,,18.8,6868.2,8158.4,,,623,,845,,0,,,,,,,,0.00,0.00,201.39,178.91,,380.30,4.41,0.57,37.39,1.56
,9/5/21 9:45,,26,6151,6121,6029,212,393,198.88,,,,,45,,309,169,196,,2.500,156,0.92,0.95,7.78,2692,2171,345.98,2890.36,0.72,16.32,13.61,,,,0.87,1.40,20000,,,46.25,,7.0,79992,,,18.9,6896.2,8181.0,,,626,,847,,0,,,,,,,,0.00,0.00,201.39,178.91,,380.30,4.41,0.57,37.39,1.56
,9/5/21 10:00, 10:00 TS started flushing Desander & Sand Filter. Recovered DS= 1.5 Kg & SF= 0.5 Kg.,26,6151,6122,6026,212,393,197.42,,,,,45,,309,169,195,,2.500,157,0.92,0.95,7.76,2675,2172,344.62,2901.71,0.71,16.30,13.59,,,,0.87,1.40,20000,,,46.25,,7.0,79992,,,19.0,6924.1,8203.6,,,629,,849,,0,,,,,BOTH,90,10,3.97,0.44,205.36,179.35,4.41,384.71,4.41,0.57,37.39,1.56
,9/5/21 10:15,,26,6152,6122,6022,213,396,197.77,,,,,45,,310,169,194,,2.500,156,0.92,0.95,7.76,2685,2174,346.05,2889.77,0.71,16.28,13.58,,,,0.87,1.40,20000,,,46.25,,7.0,79992,,,19.1,6952.0,8226.3,,,631,,851,,0,,,,,,,,0.00,0.00,205.36,179.35,,384.71,0.00,0.00,37.39,1.56
,9/5/21 10:30," 10:30 BSW= 45 %, CL= 79992 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %.",26,6153,6123,6024,214,396,198.16,,,,,45,,310,170,195,,2.500,157,0.92,0.95,7.77,2664,2177,342.72,2917.84,0.71,16.28,13.58,,,,0.87,1.40,20000,,,46.25,,7.0,79992,,,19.1,6979.8,8248.9,,,634,,853,,0,,,,,,,,0.00,0.00,205.36,179.35,,384.71,0.00,0.00,37.39,1.56
,9/5/21 10:45,,26,6155,6125,6028,216,396,200.12,,,,,45,,311,170,196,,2.500,160,0.92,0.95,7.80,2665,2177,341.68,2926.71,0.72,16.27,13.57,,,,0.87,1.40,20000,,,46.25,,7.0,79992,,,19.2,7007.5,8271.6,,,637,,855,,0,,,,,,,,0.00,0.00,205.36,179.35,,384.71,0.00,0.00,37.39,1.56
,9/5/21 11:00,,26,6151,6122,6027,214,396,196.20,,,,,45,,311,170,197,,2.500,157,0.92,0.95,7.83,2654,2176,339.12,2948.85,0.72,16.29,13.59,,,,0.87,1.40,20000,,,46.25,,7.0,79992,,,19.3,7035.2,8294.3,,,639,,857,,0,,,,,,,,0.00,0.00,205.36,179.35,,384.71,0.00,0.00,37.39,1.56
,9/5/21 11:15,,26,6148,6116,6021,215,394,200.33,,,,,45,,312,170,197,,2.500,157,0.92,0.95,7.83,2653,2178,338.97,2950.10,0.72,16.25,13.55,,,,0.87,1.40,20000,,,46.25,,7.0,79992,,,19.4,7062.8,8317.0,,,643,,860,,0,,,,,,,,0.00,0.00,205.36,179.35,,384.71,2.20,0.28,37.43,1.56
,9/5/21 11:30," 11:30 BSW= 45 %, CL= 79992 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %.",26,6152,6121,6023,214,398,199.59,,,,,45,,311,171,194,,2.500,160,0.92,0.95,7.76,2688,2173,346.47,2886.28,0.71,16.27,13.57,,,,0.87,1.40,20000,,,46.25,,7.0,79992,,,19.5,7090.8,8339.6,,,647,,863,,0,,,,,,,,0.00,0.00,205.36,179.35,,384.71,2.20,0.28,37.43,1.56
,9/5/21 11:45,,26,6145,6115,6022,215,395,197.58,,,,,45,,312,170,198,,2.500,143,0.92,0.95,7.85,2631,2180,335.13,2983.91,0.72,16.26,13.56,,,,0.87,1.40,20000,,,46.25,,7.0,79992,,,19.6,7118.2,8362.3,,,648,,866,,0,,,,,,,,0.00,0.00,205.36,179.35,,384.71,2.20,0.28,37.43,1.56
